,composition,pretty_composition,parent_guess,materials_project_id,tc,debyet,elecspecheat,unit_elecspecheat,neelt,a1,a2,b1,b2,c1,d1,d2,e1,e2,f1,f2,g1,g2,h1,h2,i1,i2,o1,o2,o_empirical,lata,latb,latc,unit_lat
1776,La1.85Sr0.15Cu1O4-Y,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,33.0,,,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4-Y,,,,,
1777,La1.85Sr0.15Cu1O4,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,36.0,,,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4,,,,,
1778,La1.85Ca0.15Cu1O4,Ca0.15La1.85Cu1O4,La2CuO4,mp-19735,17.0,,,,,La,1.85,Ca,0.15,1.0,,,,,,,,,,,,,O,4,,,,,
1779,Ba1Pb0.8Bi0.2O3,Ba1Bi0.2Pb0.8O3,BaPbO3,mp-20991,9.5,,,,,Ba,1.0,Pb,0.8,0.2,,,,,,,,,,,,,O,3,,,,,
1780,La1.85Sr0.15Cu1O4,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,35.0,,,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4,,,,,
1781,La1.89Sr0.11Cu1O4,Sr0.11La1.89Cu1O4,La2CuO4,mp-19735,10.0,,,,,La,1.89,Sr,0.11,1.0,,,,,,,,,,,,,O,4,,,,,
1782,La1.85Sr0.15Cu1O4,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,33.0,,,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4,,,,,
1783,Nd1.85Th0.15Cu1O4-Y,Nd1.85Th0.15Cu1O4,Nd2CuO4,mp-4158,18.0,,,,,Nd,1.85,Th,0.15,1.0,,,,,,,,,,,,,O,4-Y,,3.955,,,
1784,Nd1.85Ce0.15Cu1O4-Y,Ce0.15Nd1.85Cu1O4,Nd2CuO4,mp-4158,23.0,,,,,Nd,1.85,Ce,0.15,1.0,,,,,,,,,,,,,O,4-Y,,3.959,,,
1785,La1.85Sr0.15Cu1O4-Y,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,37.0,,,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4-Y,,,,,
1786,La1.85Sr0.15Cu1O4-Y,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,36.0,,,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4-Y,,,,,
1787,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.4,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1788,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1790,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,89.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1791,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,89.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1793,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,89.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1794,Bi2Sr2Ca1Cu2O8,Sr2CaCu2(BiO4)2,Sr2CaCu2(BiO4)2,mp-555855,90.0,,,,,Bi,2.0,Sr,2.0,1.0,Cu,2.0,,,,,,,,,,,O,8,,,,,
1795,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1796,Bi2Sr2Ca1Cu2O8,Sr2CaCu2(BiO4)2,Sr2CaCu2(BiO4)2,mp-555855,88.0,,,,,Bi,2.0,Sr,2.0,1.0,Cu,2.0,,,,,,,,,,,O,8,,,,,
1797,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,85.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1798,Bi2Sr2Ca1Cu2O8,Sr2CaCu2(BiO4)2,Sr2CaCu2(BiO4)2,mp-555855,80.0,,,,,Bi,2.0,Sr,2.0,1.0,Cu,2.0,,,,,,,,,,,O,8,,,,,
1799,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1800,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1801,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1802,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1803,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1804,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1805,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1806,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,88.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1807,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,83.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1808,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,94.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1809,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,93.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1810,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1811,Y1Ba2Cu3O7-Y,Ba2YCu3O7,Ba2YCu3O7,mp-20674,93.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Y,,,,,
1812,Y1Ba2Cu2.88Fe0.12O7-Z,Ba2Y1Fe0.12Cu2.88O7,Ba2YCu3O7,mp-20674,77.3,,,,,Y,1.0,Ba,2.0,2.88,Fe,0.12,,,,,,,,,,,O,7-Z,,3.861,,,
1813,Y1Ba2Cu2.85Fe0.15O7-Z,Ba2Y1Fe0.15Cu2.85O7,Ba2YCu3O7,mp-20674,73.7,,,,,Y,1.0,Ba,2.0,2.85,Fe,0.15,,,,,,,,,,,O,7-Z,,3.861,,,
1814,Y1Ba2Cu2.775Fe0.225O7-Z,Ba2Y1Fe0.225Cu2.775O7,Ba2YCu3O7,mp-20674,57.6,,,,,Y,1.0,Ba,2.0,2.775,Fe,0.225,,,,,,,,,,,O,7-Z,,3.865,,,
1815,Y1Ba2Cu2.7Fe0.3O7.15,Ba2Y1Fe0.3Cu2.7O7.15,Ba2YCu3O7,mp-20674,36.0,,,,,Y,1.0,Ba,2.0,2.7,Fe,0.3,,,,,,,,,,,O,7-Z,7.15,3.865,,,
1832,Y1Ba2Cu3O7-Z,Ba2YCu3O7,Ba2YCu3O7,mp-20674,89.8,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,3.82,3.885,3.885,
1833,Y1Ba2Cu2.985Fe0.015O7-Z,Ba2Y1Fe0.015Cu2.985O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,2.0,2.985,Fe,0.015,,,,,,,,,,,O,7-Z,,3.822,3.885,3.885,
1834,Y1Ba2Cu2.97Fe0.03O7-Z,Ba2Y1Fe0.03Cu2.97O7,Ba2YCu3O7,mp-20674,89.2,,,,,Y,1.0,Ba,2.0,2.97,Fe,0.03,,,,,,,,,,,O,7-Z,,3.825,3.885,3.885,
1835,Y1Ba2Cu2.955Fe0.045O7-Z,Ba2Y1Fe0.045Cu2.955O7,Ba2YCu3O7,mp-20674,86.7,,,,,Y,1.0,Ba,2.0,2.955,Fe,0.045,,,,,,,,,,,O,7-Z,,3.829,3.881,3.881,
1836,Y1Ba2Cu2.94Fe0.06O7-Z,Ba2Y1Fe0.06Cu2.94O7,Ba2YCu3O7,mp-20674,86.4,,,,,Y,1.0,Ba,2.0,2.94,Fe,0.06,,,,,,,,,,,O,7-Z,,3.834,3.879,3.879,
1837,Y1Ba2Cu2.925Fe0.075O7-Z,Ba2Y1Fe0.075Cu2.925O7,Ba2YCu3O7,mp-20674,86.4,,,,,Y,1.0,Ba,2.0,2.925,Fe,0.075,,,,,,,,,,,O,7-Z,,3.842,3.868,3.868,
1838,Y1Ba2Cu2.91Fe0.09O7-Z,Ba2Y1Fe0.09Cu2.91O7,Ba2YCu3O7,mp-20674,82.8,,,,,Y,1.0,Ba,2.0,2.91,Fe,0.09,,,,,,,,,,,O,7-Z,,3.852,3.861,3.861,
1839,Y1Ba2Cu3OZ,Ba2YCu3O7,Ba2YCu3O7,mp-20674,90.71,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Z,,,,,
1840,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.5,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
1841,Y1Ba2Cu3O7-Z,Ba2YCu3O7,Ba2YCu3O7,mp-20674,88.8,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,,,,
1845,Y1Ba2Cu3OY,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Y,,,,,
1846,Y1Ba2Cu2.85Ag0.15OY,Ba2Y1Cu2.85Ag0.15O7,Ba2YCu3O7,mp-20674,91.3,,,,,Y,1.0,Ba,2.0,2.85,Ag,0.15,,,,,,,,,,,O,Y,,,,,
1847,Y1Ba2Cu2.7Ag0.3OY,Ba2Y1Cu2.7Ag0.3O7,Ba2YCu3O7,mp-20674,90.2,,,,,Y,1.0,Ba,2.0,2.7,Ag,0.3,,,,,,,,,,,O,Y,,,,,
1848,Y1Ba2Cu2.55Ag0.45OY,Ba2Y1Cu2.55Ag0.45O7,Ba2YCu3O7,mp-20674,87.6,,,,,Y,1.0,Ba,2.0,2.55,Ag,0.45,,,,,,,,,,,O,Y,,,,,
1859,Y1Ba2Cu2.85Zn0.15O6.97,Ba2Y1Zn0.15Cu2.85O6.97,Ba2YCu3O7,mp-20674,39.0,,,,,Y,1.0,Ba,2.0,2.85,Zn,0.15,,,,,,,,,,,O,Y,6.97,,,,
1860,Y1Ba2Cu2.85Zn0.15O6.9,Ba2Y1Zn0.15Cu2.85O6.9,Ba2YCu3O7,mp-20674,32.5,,,,,Y,1.0,Ba,2.0,2.85,Zn,0.15,,,,,,,,,,,O,Y,6.9,,,,
1862,Y1Ba2Cu2.79Zn0.21O6.97,Ba2Y1Zn0.21Cu2.79O6.97,Ba2YCu3O7,mp-20674,14.2,,,,,Y,1.0,Ba,2.0,2.79,Zn,0.21,,,,,,,,,,,O,Y,6.97,,,,
1865,Y1Ba2Cu2.94Zn0.06O6.97,Ba2Y1Zn0.06Cu2.94O6.97,Ba2YCu3O7,mp-20674,67.6,,,,,Y,1.0,Ba,2.0,2.94,Zn,0.06,,,,,,,,,,,O,Y,6.97,,,,
1866,Y1Ba2Cu2.94Zn0.06O6.9,Ba2Y1Zn0.06Cu2.94O6.9,Ba2YCu3O7,mp-20674,67.1,,,,,Y,1.0,Ba,2.0,2.94,Zn,0.06,,,,,,,,,,,O,Y,6.9,,,,
1867,Y1Ba2Cu2.94Zn0.06O6.76,Ba2Y1Zn0.06Cu2.94O6.76,Ba2YCu3O7,mp-20674,41.1,,,,,Y,1.0,Ba,2.0,2.94,Zn,0.06,,,,,,,,,,,O,Y,6.76,,,,
1868,Y1Ba2Cu2.94Zn0.06O6.59,Ba2Y1Zn0.06Cu2.94O6.59,Ba2YCu3O7,mp-20674,18.6,,,,,Y,1.0,Ba,2.0,2.94,Zn,0.06,,,,,,,,,,,O,Y,6.59,,,,
1870,Y1Ba2Cu2.97Zn0.03O6.97,Ba2Y1Zn0.03Cu2.97O6.97,Ba2YCu3O7,mp-20674,79.1,,,,,Y,1.0,Ba,2.0,2.97,Zn,0.03,,,,,,,,,,,O,Y,6.97,,,,
1871,Y1Ba2Cu2.97Zn0.03O6.9,Ba2Y1Zn0.03Cu2.97O6.9,Ba2YCu3O7,mp-20674,81.0,,,,,Y,1.0,Ba,2.0,2.97,Zn,0.03,,,,,,,,,,,O,Y,6.9,,,,
1872,Y1Ba2Cu2.97Zn0.03O6.76,Ba2Y1Zn0.03Cu2.97O6.76,Ba2YCu3O7,mp-20674,61.4,,,,,Y,1.0,Ba,2.0,2.97,Zn,0.03,,,,,,,,,,,O,Y,6.76,,,,
1873,Y1Ba2Cu2.97Zn0.03O6.59,Ba2Y1Zn0.03Cu2.97O6.59,Ba2YCu3O7,mp-20674,38.7,,,,,Y,1.0,Ba,2.0,2.97,Zn,0.03,,,,,,,,,,,O,Y,6.59,,,,
1874,Y1Ba2Cu2.97Zn0.03O6.47,Ba2Y1Zn0.03Cu2.97O6.47,Ba2YCu3O7,mp-20674,29.8,,,,,Y,1.0,Ba,2.0,2.97,Zn,0.03,,,,,,,,,,,O,Y,6.47,,,,
1875,Y1Ba2Cu2.97Zn0.03O6.85,Ba2Y1Zn0.03Cu2.97O6.85,Ba2YCu3O7,mp-20674,77.0,,,,,Y,1.0,Ba,2.0,2.97,Zn,0.03,,,,,,,,,,,O,Y,6.85,,,,
1876,Y1Ba2Cu2.97Zn0.03O6.67,Ba2Y1Zn0.03Cu2.97O6.67,Ba2YCu3O7,mp-20674,39.8,,,,,Y,1.0,Ba,2.0,2.97,Zn,0.03,,,,,,,,,,,O,Y,6.67,,,,
1877,Y1Ba2Cu2.94Zn0.06O6.84,Ba2Y1Zn0.06Cu2.94O6.84,Ba2YCu3O7,mp-20674,60.8,,,,,Y,1.0,Ba,2.0,2.94,Zn,0.06,,,,,,,,,,,O,Y,6.84,,,,
1878,Y1Ba2Cu2.94Zn0.06O6.65,Ba2Y1Zn0.06Cu2.94O6.65,Ba2YCu3O7,mp-20674,18.9,,,,,Y,1.0,Ba,2.0,2.94,Zn,0.06,,,,,,,,,,,O,Y,6.65,,,,
1879,Y1Ba2Cu2.94Zn0.06O6.59,Ba2Y1Zn0.06Cu2.94O6.59,Ba2YCu3O7,mp-20674,18.9,,,,,Y,1.0,Ba,2.0,2.94,Zn,0.06,,,,,,,,,,,O,Y,6.59,,,,
1881,Y1Ba2Cu3O6.97,Ba2Y1Cu3O6.97,Ba2YCu3O7,mp-20674,91.6,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Y,6.97,,,,
1882,Y1Ba2Cu3O6.9,Ba2Y1Cu3O6.9,Ba2YCu3O7,mp-20674,94.1,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Y,6.9,,,,
1883,Y1Ba2Cu3O6.76,Ba2Y1Cu3O6.76,Ba2YCu3O7,mp-20674,82.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Y,6.76,,,,
1884,Y1Ba2Cu3O6.59,Ba2Y1Cu3O6.59,Ba2YCu3O7,mp-20674,61.2,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Y,6.59,,,,
1885,Y1Ba2Cu3O6.47,Ba2Y1Cu3O6.47,Ba2Y(CuO2)3,mp-1021507,51.4,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Y,6.47,,,,
1886,Y1Ba2Cu3O6.66,Ba2Y1Cu3O6.66,Ba2YCu3O7,mp-20674,68.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Y,6.66,,,,
1887,Y1Ba2Cu3O6.33,Ba2Y1Cu3O6.33,Ba2Y(CuO2)3,mp-1021507,18.6,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,Y,6.33,,,,
1888,Y1Ba2Cu2.94Ni0.06O6.97,Ba2Y1Cu2.94Ni0.06O6.97,Ba2YCu3O7,mp-20674,85.0,,,,,Y,1.0,Ba,2.0,2.94,Ni,0.06,,,,,,,,,,,O,Y,6.97,,,,
1889,Y1Ba2Cu2.94Ni0.06O6.9,Ba2Y1Cu2.94Ni0.06O6.9,Ba2YCu3O7,mp-20674,86.3,,,,,Y,1.0,Ba,2.0,2.94,Ni,0.06,,,,,,,,,,,O,Y,6.9,,,,
1890,Y1Ba2Cu2.94Ni0.06O6.78,Ba2Y1Cu2.94Ni0.06O6.78,Ba2YCu3O7,mp-20674,64.6,,,,,Y,1.0,Ba,2.0,2.94,Ni,0.06,,,,,,,,,,,O,Y,6.78,,,,
1891,Y1Ba2Cu2.94Ni0.06O6.6,Ba2Y1Cu2.94Ni0.06O6.6,Ba2YCu3O7,mp-20674,40.1,,,,,Y,1.0,Ba,2.0,2.94,Ni,0.06,,,,,,,,,,,O,Y,6.6,,,,
1892,Y1Ba2Cu2.94Ni0.06O6.47,Ba2Y1Cu2.94Ni0.06O6.47,Ba2YCu3O7,mp-20674,23.0,,,,,Y,1.0,Ba,2.0,2.94,Ni,0.06,,,,,,,,,,,O,Y,6.47,,,,
1893,Y1Ba2Cu2.94Ni0.06O6.7,Ba2Y1Cu2.94Ni0.06O6.7,Ba2YCu3O7,mp-20674,47.4,,,,,Y,1.0,Ba,2.0,2.94,Ni,0.06,,,,,,,,,,,O,Y,6.7,,,,
1894,Y1Ba2Cu2.94Ni0.06O6.64,Ba2Y1Cu2.94Ni0.06O6.64,Ba2YCu3O7,mp-20674,43.1,,,,,Y,1.0,Ba,2.0,2.94,Ni,0.06,,,,,,,,,,,O,Y,6.64,,,,
1895,Y1Ba2Cu2.94Ni0.06O6.56,Ba2Y1Cu2.94Ni0.06O6.56,Ba2YCu3O7,mp-20674,37.5,,,,,Y,1.0,Ba,2.0,2.94,Ni,0.06,,,,,,,,,,,O,Y,6.56,,,,
1896,Y1Ba2Cu2.85Ni0.15O6.97,Ba2Y1Cu2.85Ni0.15O6.97,Ba2YCu3O7,mp-20674,77.2,,,,,Y,1.0,Ba,2.0,2.85,Ni,0.15,,,,,,,,,,,O,Y,6.97,,,,
1897,Y1Ba2Cu2.85Ni0.15O6.9,Ba2Y1Cu2.85Ni0.15O6.9,Ba2YCu3O7,mp-20674,73.0,,,,,Y,1.0,Ba,2.0,2.85,Ni,0.15,,,,,,,,,,,O,Y,6.9,,,,
1898,Y1Ba2Cu2.85Ni0.15O6.78,Ba2Y1Cu2.85Ni0.15O6.78,Ba2YCu3O7,mp-20674,41.3,,,,,Y,1.0,Ba,2.0,2.85,Ni,0.15,,,,,,,,,,,O,Y,6.78,,,,
1900,Y1Ba2Cu2.7Ni0.3O6.97,Ba2Y1Cu2.7Ni0.3O6.97,Ba2YCu3O7,mp-20674,60.4,,,,,Y,1.0,Ba,2.0,2.7,Ni,0.3,,,,,,,,,,,O,Y,6.97,,,,
1901,Y1Ba2Cu2.7Ni0.3O6.9,Ba2Y1Cu2.7Ni0.3O6.9,Ba2YCu3O7,mp-20674,46.0,,,,,Y,1.0,Ba,2.0,2.7,Ni,0.3,,,,,,,,,,,O,Y,6.9,,,,
1916,Y1Ba2Cu3O7-Z,Ba2YCu3O7,Ba2YCu3O7,mp-20674,93.5,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,,,,
1918,Y0.9Pr0.1Ba2Cu3O7-Z,Ba2Pr0.1Y0.9Cu3O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,0.9,Pr,0.1,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,,,,
1919,Y0.8Pr0.2Ba2Cu3O7-Z,Ba2Pr0.2Y0.8Cu3O7,Ba2YCu3O7,mp-20674,78.4,,,,,Y,0.8,Pr,0.2,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,,,,
1920,Y0.7Pr0.3Ba2Cu3O7-Z,Ba2Pr0.3Y0.7Cu3O7,Ba2YCu3O7,mp-20674,64.0,,,,,Y,0.7,Pr,0.3,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,,,,
1921,Y0.6Pr0.4Ba2Cu3O7-Z,Ba2Pr0.4Y0.6Cu3O7,Ba2YCu3O7,mp-20674,48.0,,,,,Y,0.6,Pr,0.4,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,,,,
1922,Y0.5Pr0.5Ba2Cu3O7-Z,Ba2Pr0.5Y0.5Cu3O7,Ba2YCu3O7,mp-20674,33.0,,,,,Y,0.5,Pr,0.5,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,,,,
1928,Y0.95Pr0.05Ba2Cu3O6.97,Ba2Pr0.05Y0.95Cu3O6.97,Ba2YCu3O7,mp-20674,91.5,,,,,Y,0.95,Pr,0.05,2.0,Cu,3.0,,,,,,,,,,,O,6.97,6.97,,,,
1929,Y0.6Pr0.4Ba2Cu3O6.97,Ba2Pr0.4Y0.6Cu3O6.97,Ba2YCu3O7,mp-20674,40.0,,,,,Y,0.6,Pr,0.4,2.0,Cu,3.0,,,,,,,,,,,O,6.97,6.97,,,,
1930,Y0.85Ca0.05Pr0.1Ba2Cu3O6.95,Ba2Ca0.05Pr0.1Y0.85Cu3O6.95,Ba2YCu3O7,mp-20674,84.6,,,,,Y,0.85,Ca,0.05,0.1,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1931,Y0.8Ca0.1Pr0.1Ba2Cu3O6.95,Ba2Ca0.1Pr0.1Y0.8Cu3O6.95,Ba2YCu3O7,mp-20674,81.4,,,,,Y,0.8,Ca,0.1,0.1,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1932,Y1Ba2Cu3O6.95,Ba2Y1Cu3O6.95,Ba2YCu3O7,mp-20674,92.2,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,6.95,6.95,,,,
1933,Y0.95Pr0.05Ba2Cu3O6.95,Ba2Pr0.05Y0.95Cu3O6.95,Ba2YCu3O7,mp-20674,91.5,,,,,Y,0.95,Pr,0.05,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,,,,
1934,Y0.9Pr0.1Ba2Cu3O6.95,Ba2Pr0.1Y0.9Cu3O6.95,Ba2YCu3O7,mp-20674,88.1,,,,,Y,0.9,Pr,0.1,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,,,,
1935,Y0.85Pr0.15Ba2Cu3O6.95,Ba2Pr0.15Y0.85Cu3O6.95,Ba2YCu3O7,mp-20674,81.6,,,,,Y,0.85,Pr,0.15,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,,,,
1936,Y0.8Pr0.2Ba2Cu3O6.95,Ba2Pr0.2Y0.8Cu3O6.95,Ba2YCu3O7,mp-20674,74.6,,,,,Y,0.8,Pr,0.2,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,,,,
1937,Y0.83Ca0.02Pr0.15Ba2Cu3O6.95,Ba2Ca0.02Pr0.15Y0.83Cu3O6.95,Ba2YCu3O7,mp-20674,83.0,,,,,Y,0.83,Ca,0.02,0.15,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1938,Y0.8Ca0.05Pr0.15Ba2Cu3O6.95,Ba2Ca0.05Pr0.15Y0.8Cu3O6.95,Ba2YCu3O7,mp-20674,82.7,,,,,Y,0.8,Ca,0.05,0.15,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1939,Y0.77Ca0.08Pr0.15Ba2Cu3O6.95,Ba2Ca0.08Pr0.15Y0.77Cu3O6.95,Ba2YCu3O7,mp-20674,81.7,,,,,Y,0.77,Ca,0.08,0.15,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1940,Y0.75Ca0.1Pr0.15Ba2Cu3O6.95,Ba2Ca0.1Pr0.15Y0.75Cu3O6.95,Ba2YCu3O7,mp-20674,79.6,,,,,Y,0.75,Ca,0.1,0.15,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1941,Y0.7Ca0.15Pr0.15Ba2Cu3O6.95,Ba2Ca0.15Pr0.15Y0.7Cu3O6.95,Ba2YCu3O7,mp-20674,77.6,,,,,Y,0.7,Ca,0.15,0.15,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1942,Y0.75Ca0.05Pr0.2Ba2Cu3O6.95,Ba2Ca0.05Pr0.2Y0.75Cu3O6.95,Ba2YCu3O7,mp-20674,76.4,,,,,Y,0.75,Ca,0.05,0.2,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1943,Y0.7Ca0.1Pr0.2Ba2Cu3O6.95,Ba2Ca0.1Pr0.2Y0.7Cu3O6.95,Ba2YCu3O7,mp-20674,77.1,,,,,Y,0.7,Ca,0.1,0.2,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1944,Y0.6Ca0.2Pr0.2Ba2Cu3O6.95,Ba2Ca0.2Pr0.2Y0.6Cu3O6.95,Ba2YCu3O7,mp-20674,72.9,,,,,Y,0.6,Ca,0.2,0.2,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1945,Y0.65Ca0.15Pr0.2Ba2Cu3O6.95,Ba2Ca0.15Pr0.2Y0.65Cu3O6.95,Ba2YCu3O7,mp-20674,77.1,,,,,Y,0.65,Ca,0.15,0.2,Ba,2.0,Cu,3.0,,,,,,,,,O,6.95,6.95,,,,
1946,Tl1Ba2Ca0.9Gd0.1Cu2O7,Ba2Ca0.9Gd0.1Tl1Cu2O7,Ba2CaTlCu2O7,mp-632802,91.8,,,,,Tl,1.0,Ba,2.0,0.9,Gd,0.1,Cu,2.0,,,,,,,,,O,7,,3.872,,,
1947,Tl1Ba2Ca0.8Gd0.2Cu2O7,Ba2Ca0.8Gd0.2Tl1Cu2O7,Ba2CaTlCu2O7,mp-632802,93.6,,,,,Tl,1.0,Ba,2.0,0.8,Gd,0.2,Cu,2.0,,,,,,,,,O,7,,3.887,,,
1948,Tl1Ba2Ca0.7Gd0.3Cu2O7,Ba2Ca0.7Gd0.3Tl1Cu2O7,Ba2CaTlCu2O7,mp-632802,84.5,,,,,Tl,1.0,Ba,2.0,0.7,Gd,0.3,Cu,2.0,,,,,,,,,O,7,,,,,
1952,Tl1Ba2Ca0.9Y0.1Cu2O7,Ba2Ca0.9Y0.1Tl1Cu2O7,Ba2CaTlCu2O7,mp-632802,86.1,,,,,Tl,1.0,Ba,2.0,0.9,Y,0.1,Cu,2.0,,,,,,,,,O,7,,,,,
